,date,daily_return
0,2016-01-04,0.0
1,2016-01-05,0.0013662329560397983
2,2016-01-06,-0.014418803073197987
3,2016-01-07,-0.027842548874912117
4,2016-01-08,-0.012982536888668642
5,2016-01-11,-0.0010714847930895794
6,2016-01-12,0.00542318619091268
7,2016-01-13,-0.02720903206457785
8,2016-01-14,0.015560930174943697
9,2016-01-15,-0.024174443634617772
10,2016-01-19,-0.0024819879545673767
11,2016-01-20,-0.005236830884258897
12,2016-01-21,0.0009789518248883378
13,2016-01-22,0.026368451930287515
14,2016-01-25,-0.018735754390637162
15,2016-01-26,0.015931605590551227
16,2016-01-27,-0.013393922362164972
17,2016-01-28,0.00604801338186315
18,2016-01-29,0.029177515144556385
19,2016-02-01,-0.0034219072003285195
20,2016-02-02,-0.022847205303822046
21,2016-02-03,0.005779669097592167
22,2016-02-04,0.003438353751487575
23,2016-02-05,-0.024436480662259057
24,2016-02-08,-0.015223071724570648
25,2016-02-09,-0.0061601418735405195
26,2016-02-10,0.0014879757005790018
27,2016-02-11,-0.01061055374890145
28,2016-02-12,0.01832875170091829
29,2016-02-16,0.02202910687609701
30,2016-02-17,0.017711554780682967
31,2016-02-18,-0.006014483589742997
32,2016-02-19,0.0020079459747385656
33,2016-02-22,0.015008803919749342
34,2016-02-23,-0.013164115823807148
35,2016-02-24,0.006648245606696895
36,2016-02-25,0.008769200135569062
37,2016-02-26,0.0006633377496788986
38,2016-02-29,-0.003550413701395828
39,2016-03-01,0.026179563695602464
40,2016-03-02,0.008083139732014112
41,2016-03-03,0.007192936852579593
42,2016-03-04,0.006776714610380976
43,2016-03-07,0.003704037401220144
44,2016-03-08,-0.017592670028710372
45,2016-03-09,0.005490434100248741
46,2016-03-10,-0.003729201502586096
47,2016-03-11,0.019730012036671813
48,2016-03-14,-0.002214186268633663
49,2016-03-15,-0.010245850675702852
50,2016-03-16,0.00942671987595439
51,2016-03-17,0.012153062780689502
52,2016-03-18,0.004760829110822902
53,2016-03-21,0.00016432187123940185
54,2016-03-22,-0.0005339809606704587
55,2016-03-23,-0.01575967294608477
56,2016-03-24,0.00097635761786346
57,2016-03-28,0.0010118909774655442
58,2016-03-29,0.020027787358969006
59,2016-03-30,0.003465984169865568
60,2016-03-31,0.0005024553465562635
61,2016-04-01,0.0046438652902443655
62,2016-04-04,-0.007309839956412354
63,2016-04-05,-0.01224619344580078
64,2016-04-06,0.01226664112085473
65,2016-04-07,-0.014533787421967852
66,2016-04-08,0.005262271644844474
67,2016-04-11,-0.0002807708947589257
68,2016-04-12,0.010896979447205413
69,2016-04-13,0.017357020181727016
70,2016-04-14,-0.0014192595443881927
71,2016-04-15,-0.00045411499253924235
72,2016-04-18,0.006564041111053548
73,2016-04-19,0.0025288164718179794
74,2016-04-20,0.0002281448461864945
75,2016-04-21,-0.0050545851090537525
76,2016-04-22,0.0010158570710016583
77,2016-04-25,-0.004789486088858239
78,2016-04-26,0.005951884337161583
79,2016-04-27,0.0016776655430386905
80,2016-04-28,-0.010928278835421943
81,2016-04-29,-0.006897056380309162
82,2016-05-02,0.006812734109678734
83,2016-05-03,-0.01588129547063038
84,2016-05-04,-0.008851655745129517
85,2016-05-05,-0.002026832658349707
86,2016-05-06,0.004641531980216723
87,2016-05-09,-0.0002243044739351262
88,2016-05-10,0.012701252844388815
89,2016-05-11,-0.009520703987052175
90,2016-05-12,-0.003727252584933746
91,2016-05-13,-0.008452768099050819
92,2016-05-16,0.012049396091291912
93,2016-05-17,-0.012161069185583134
94,2016-05-18,0.0014396035264678418
95,2016-05-19,-0.006948814063922254
96,2016-05-20,0.012735442470431249
97,2016-05-23,-0.0013518456356750486
98,2016-05-24,0.017335955751841107
99,2016-05-25,0.007321619385341281
100,2016-05-26,0.0011888954097979763
101,2016-05-27,0.006342796851692536
102,2016-05-31,0.0018714067665502993
103,2016-06-01,0.0034928325999555804
104,2016-06-02,0.00597741132997573
105,2016-06-03,-0.0015241460980292484
106,2016-06-06,0.008507458682881665
107,2016-06-07,0.002791838767224704
108,2016-06-08,0.005654960252708641
109,2016-06-09,-0.00558465609550414
110,2016-06-10,-0.014527744709953112
111,2016-06-13,-0.010421075871290479
112,2016-06-14,-0.0022921704857593282
113,2016-06-15,0.0014441501044085432
114,2016-06-16,0.0003697392146228913
115,2016-06-17,-0.00562063103389967
116,2016-06-20,0.01049569474444418
117,2016-06-21,0.00148703701059384
118,2016-06-22,-0.0034896404807773637
119,2016-06-23,0.018079304745525455
120,2016-06-24,-0.04216529568415208
121,2016-06-27,-0.024461341637178842
122,2016-06-28,0.0198092597602137
123,2016-06-29,0.021312755788204893
124,2016-06-30,0.015001053309996022
125,2016-07-01,0.004620065574047871
126,2016-07-05,-0.013059684892322766
127,2016-07-06,0.0028541554774678974
128,2016-07-07,0.00094518680504731
129,2016-07-08,0.020168372459521213
130,2016-07-11,0.008783235288962573
131,2016-07-12,0.010970793550481242
132,2016-07-13,-0.0026112036309707902
133,2016-07-14,0.005179224396474229
134,2016-07-15,0.00040725246528801004
135,2016-07-18,0.0039897069545472294
136,2016-07-19,-0.004990551606527037
137,2016-07-20,0.006762325214031918
138,2016-07-21,-0.003854887769825845
139,2016-07-22,0.006323927111828048
140,2016-07-25,-0.002920488358793196
141,2016-07-26,0.003949197803291047
142,2016-07-27,0.002951190954112361
143,2016-07-28,-0.0003554701364002447
144,2016-07-29,0.002529228859641545
145,2016-08-01,0.0008353417994695525
146,2016-08-02,-0.010337171861112415
147,2016-08-03,0.005533287011310927
148,2016-08-04,0.0020920866400182788
