date,EEM,IWM,QQQ,SPY
2016-01-04,0.25,0.25,0.25,0.25
2016-01-05,0.18731465935707092,0.438056081533432,0.18731465935707092,0.18731465935707092
2016-01-06,0.18730904161930084,0.4380728602409363,0.18730904161930084,0.18730904161930084
2016-01-07,0.18746548891067505,0.43760353326797485,0.18746548891067505,0.18746548891067505
2016-01-08,0.19484353065490723,0.4154694080352783,0.19484353065490723,0.19484353065490723
2016-01-11,0.19499146938323975,0.41502562165260315,0.19499146938323975,0.19499146938323975
2016-01-12,0.19086802005767822,0.42739591002464294,0.19086802005767822,0.19086802005767822
2016-01-13,0.18553116917610168,0.44340646266937256,0.18553116917610168,0.18553116917610168
2016-01-14,0.18703868985176086,0.4388839304447174,0.18703868985176086,0.18703868985176086
2016-01-15,0.1836511641740799,0.44904646277427673,0.1836511641740799,0.1836511641740799
2016-01-19,0.18735548853874207,0.4379335343837738,0.18735548853874207,0.18735548853874207
2016-01-20,0.18719618022441864,0.4384114444255829,0.18719618022441864,0.18719618022441864
2016-01-21,0.1890459507703781,0.43286213278770447,0.1890459507703781,0.1890459507703781
2016-01-22,0.18556153774261475,0.4433153569698334,0.18556153774261475,0.18556153774261475
2016-01-25,0.17668882012367249,0.46993350982666016,0.17668882012367249,0.17668882012367249
2016-01-26,0.17802530527114868,0.4659240245819092,0.17802530527114868,0.17802530527114868
2016-01-27,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-01-28,0.17498384416103363,0.4750484228134155,0.17498384416103363,0.17498384416103363
2016-01-29,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-01,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-02,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-03,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-04,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-05,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-08,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-09,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-10,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-11,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-12,0.17489877343177795,0.4753037393093109,0.17489877343177795,0.17489877343177795
2016-02-16,0.176191046833992,0.4714268445968628,0.176191046833992,0.176191046833992
2016-02-17,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-18,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-19,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-22,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-23,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-24,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-25,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-26,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-02-29,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-01,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-02,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-03,0.181380957365036,0.45585718750953674,0.181380957365036,0.181380957365036
2016-03-04,0.181380957365036,0.45585712790489197,0.181380957365036,0.181380957365036
2016-03-07,0.181380957365036,0.45585712790489197,0.181380957365036,0.181380957365036
2016-03-08,0.181380957365036,0.45585712790489197,0.181380957365036,0.181380957365036
2016-03-09,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-10,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-11,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-14,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-15,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-16,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-17,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-18,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-21,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-22,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-23,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-24,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-28,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-29,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-30,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-03-31,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-04-01,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-04-04,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-04-05,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
2016-04-06,0.17487770318984985,0.47536689043045044,0.17487770318984985,0.17487770318984985
